Indicator,SurveyYear,CountryName,AGEGROUP (DISPLAY),SEX (DISPLAY),CHILDCAUSE (DISPLAY),Value
nMx - age-specific death rate between ages x and x+n,2005,Gabon,75-79 years,Male,,0.10443
nMx - age-specific death rate between ages x and x+n,2005,Gabon,80-84 years,Male,,0.15075
nMx - age-specific death rate between ages x and x+n,2005,Gabon,85+ years,Male,,0.23795
nMx - age-specific death rate between ages x and x+n,2010,Gabon,<1 year,Male,,0.0481
nMx - age-specific death rate between ages x and x+n,2010,Gabon,60-64 years,Male,,0.03525
nMx - age-specific death rate between ages x and x+n,2010,Gabon,65-69 years,Male,,0.04967
nMx - age-specific death rate between ages x and x+n,2010,Gabon,70-74 years,Male,,0.07119
nMx - age-specific death rate between ages x and x+n,2010,Gabon,75-79 years,Male,,0.10088
nMx - age-specific death rate between ages x and x+n,2010,Gabon,80-84 years,Male,,0.14723
nMx - age-specific death rate between ages x and x+n,2015,Gabon,50-54 years,Male,,0.01552
nMx - age-specific death rate between ages x and x+n,2015,Gabon,55-59 years,Male,,0.02221
nMx - age-specific death rate between ages x and x+n,2015,Gabon,60-64 years,Male,,0.03268
nMx - age-specific death rate between ages x and x+n,2015,Gabon,65-69 years,Male,,0.04668
nMx - age-specific death rate between ages x and x+n,2019,Gabon,40-44 years,Male,,0.00635
nMx - age-specific death rate between ages x and x+n,2019,Gabon,45-49 years,Male,,0.0094
nMx - age-specific death rate between ages x and x+n,2019,Gabon,50-54 years,Male,,0.0143
nMx - age-specific death rate between ages x and x+n,2019,Gabon,55-59 years,Male,,0.02086
nMx - age-specific death rate between ages x and x+n,2000,Gabon,30-34 years,Female,,0.00738
nMx - age-specific death rate between ages x and x+n,2000,Gabon,35-39 years,Female,,0.00822
nMx - age-specific death rate between ages x and x+n,2000,Gabon,40-44 years,Female,,0.0095
nMx - age-specific death rate between ages x and x+n,2000,Gabon,45-49 years,Female,,0.0118
nMx - age-specific death rate between ages x and x+n,2005,Gabon,15-19  years,Female,,0.00112
nMx - age-specific death rate between ages x and x+n,2005,Gabon,20-24 years,Female,,0.00254
nMx - age-specific death rate between ages x and x+n,2005,Gabon,25-29 years,Female,,0.00496
nMx - age-specific death rate between ages x and x+n,2005,Gabon,30-34 years,Female,,0.00707
nMx - age-specific death rate between ages x and x+n,2010,Gabon,5-9 years,Female,,0.0014
nMx - age-specific death rate between ages x and x+n,2010,Gabon,10-14 years,Female,,0.00127
nMx - age-specific death rate between ages x and x+n,2010,Gabon,15-19  years,Female,,0.00099
nMx - age-specific death rate between ages x and x+n,2010,Gabon,20-24 years,Female,,0.00192
nMx - age-specific death rate between ages x and x+n,2015,Gabon,<1 year,Female,,0.03236
nMx - age-specific death rate between ages x and x+n,2015,Gabon,1-4 years,Female,,0.00358
nMx - age-specific death rate between ages x and x+n,2015,Gabon,5-9 years,Female,,0.00117
nMx - age-specific death rate between ages x and x+n,2015,Gabon,10-14 years,Female,,0.0011
nMx - age-specific death rate between ages x and x+n,2015,Gabon,75-79 years,Female,,0.06401
nMx - age-specific death rate between ages x and x+n,2015,Gabon,80-84 years,Female,,0.1034
nMx - age-specific death rate between ages x and x+n,2015,Gabon,85+ years,Female,,0.19087
nMx - age-specific death rate between ages x and x+n,2019,Gabon,<1 year,Female,,0.02775
nMx - age-specific death rate between ages x and x+n,2019,Gabon,1-4 years,Female,,0.00283
nMx - age-specific death rate between ages x and x+n,2019,Gabon,65-69 years,Female,,0.02383
nMx - age-specific death rate between ages x and x+n,2019,Gabon,70-74 years,Female,,0.03834
nMx - age-specific death rate between ages x and x+n,2019,Gabon,75-79 years,Female,,0.06225
nMx - age-specific death rate between ages x and x+n,2019,Gabon,80-84 years,Female,,0.10134
nMx - age-specific death rate between ages x and x+n,2000,Gabon,55-59 years,Both sexes,,0.02345
nMx - age-specific death rate between ages x and x+n,2000,Gabon,60-64 years,Both sexes,,0.03236
nMx - age-specific death rate between ages x and x+n,2000,Gabon,65-69 years,Both sexes,,0.04441
nMx - age-specific death rate between ages x and x+n,2000,Gabon,70-74 years,Both sexes,,0.06357
nMx - age-specific death rate between ages x and x+n,2005,Gabon,45-49 years,Both sexes,,0.01241
nMx - age-specific death rate between ages x and x+n,2005,Gabon,50-54 years,Both sexes,,0.01625
nMx - age-specific death rate between ages x and x+n,2005,Gabon,55-59 years,Both sexes,,0.02155
nMx - age-specific death rate between ages x and x+n,2005,Gabon,60-64 years,Both sexes,,0.02985
nMx - age-specific death rate between ages x and x+n,2010,Gabon,30-34 years,Both sexes,,0.00478
nMx - age-specific death rate between ages x and x+n,2010,Gabon,35-39 years,Both sexes,,0.00649
nMx - age-specific death rate between ages x and x+n,2010,Gabon,40-44 years,Both sexes,,0.00847
nMx - age-specific death rate between ages x and x+n,2010,Gabon,45-49 years,Both sexes,,0.01092
nMx - age-specific death rate between ages x and x+n,2015,Gabon,20-24 years,Both sexes,,0.00181
nMx - age-specific death rate between ages x and x+n,2015,Gabon,25-29 years,Both sexes,,0.00239
nMx - age-specific death rate between ages x and x+n,2015,Gabon,30-34 years,Both sexes,,0.00339
nMx - age-specific death rate between ages x and x+n,2015,Gabon,35-39 years,Both sexes,,0.00481
nMx - age-specific death rate between ages x and x+n,2019,Gabon,10-14 years,Both sexes,,0.00137
nMx - age-specific death rate between ages x and x+n,2019,Gabon,15-19  years,Both sexes,,0.00112
nMx - age-specific death rate between ages x and x+n,2019,Gabon,20-24 years,Both sexes,,0.0016
nMx - age-specific death rate between ages x and x+n,2019,Gabon,25-29 years,Both sexes,,0.00198
ndx - number of people dying between ages x and x+n,2000,Gabon,<1 year,Male,,6078.2369
ndx - number of people dying between ages x and x+n,2000,Gabon,1-4 years,Male,,3013.07883
ndx - number of people dying between ages x and x+n,2000,Gabon,5-9 years,Male,,844.26951
ndx - number of people dying between ages x and x+n,2000,Gabon,10-14 years,Male,,912.69291
ndx - number of people dying between ages x and x+n,2000,Gabon,15-19  years,Male,,841.46038
ndx - number of people dying between ages x and x+n,2000,Gabon,80-84 years,Male,,7001.98184
ndx - number of people dying between ages x and x+n,2000,Gabon,85+ years,Male,,5442.19659
ndx - number of people dying between ages x and x+n,2005,Gabon,<1 year,Male,,5482.2437
ndx - number of people dying between ages x and x+n,2005,Gabon,1-4 years,Male,,2684.90943
ndx - number of people dying between ages x and x+n,2005,Gabon,70-74 years,Male,,11631.75484
ndx - number of people dying between ages x and x+n,2005,Gabon,75-79 years,Male,,10539.2504
ndx - number of people dying between ages x and x+n,2005,Gabon,80-84 years,Male,,8164.67161
ndx - number of people dying between ages x and x+n,2005,Gabon,85+ years,Male,,6749.90351
ndx - number of people dying between ages x and x+n,2010,Gabon,60-64 years,Male,,10042.71355
ndx - number of people dying between ages x and x+n,2010,Gabon,65-69 years,Male,,11479.20135
ndx - number of people dying between ages x and x+n,2010,Gabon,70-74 years,Male,,12231.43116
ndx - number of people dying between ages x and x+n,2010,Gabon,75-79 years,Male,,11378.41121
ndx - number of people dying between ages x and x+n,2015,Gabon,45-49 years,Male,,4294.35451
ndx - number of people dying between ages x and x+n,2015,Gabon,50-54 years,Male,,5910.06277
ndx - number of people dying between ages x and x+n,2015,Gabon,55-59 years,Male,,7699.25216
ndx - number of people dying between ages x and x+n,2015,Gabon,60-64 years,Male,,9892.8871
ndx - number of people dying between ages x and x+n,2019,Gabon,35-39 years,Male,,1856.35271
ndx - number of people dying between ages x and x+n,2019,Gabon,40-44 years,Male,,2753.26451
ndx - number of people dying between ages x and x+n,2019,Gabon,45-49 years,Male,,3922.98441
ndx - number of people dying between ages x and x+n,2019,Gabon,50-54 years,Male,,5623.7197
ndx - number of people dying between ages x and x+n,2000,Gabon,25-29 years,Female,,2415.06033
ndx - number of people dying between ages x and x+n,2000,Gabon,30-34 years,Female,,3131.29356
ndx - number of people dying between ages x and x+n,2000,Gabon,35-39 years,Female,,3352.14423
ndx - number of people dying between ages x and x+n,2000,Gabon,40-44 years,Female,,3706.10825
ndx - number of people dying between ages x and x+n,2005,Gabon,10-14 years,Female,,612.33021
ndx - number of people dying between ages x and x+n,2005,Gabon,15-19  years,Female,,512.06137
ndx - number of people dying between ages x and x+n,2005,Gabon,20-24 years,Female,,1147.5367
ndx - number of people dying between ages x and x+n,2005,Gabon,25-29 years,Female,,2202.88934
ndx - number of people dying between ages x and x+n,2005,Gabon,30-34 years,Female,,3047.93851
ndx - number of people dying between ages x and x+n,2010,Gabon,1-4 years,Female,,1989.85293
ndx - number of people dying between ages x and x+n,2010,Gabon,5-9 years,Female,,655.9358
ndx - number of people dying between ages x and x+n,2010,Gabon,10-14 years,Female,,590.97597
ndx - number of people dying between ages x and x+n,2010,Gabon,15-19  years,Female,,461.12956
ndx - number of people dying between ages x and x+n,2010,Gabon,85+ years,Female,,17228.55191
ndx - number of people dying between ages x and x+n,2015,Gabon,<1 year,Female,,3164.51525
ndx - number of people dying between ages x and x+n,2015,Gabon,1-4 years,Female,,1373.17613
ndx - number of people dying between ages x and x+n,2015,Gabon,5-9 years,Female,,555.6002
ndx - number of people dying between ages x and x+n,2015,Gabon,75-79 years,Female,,13686.33227
ndx - number of people dying between ages x and x+n,2015,Gabon,80-84 years,Female,,14756.26893
ndx - number of people dying between ages x and x+n,2015,Gabon,85+ years,Female,,21164.81122
ndx - number of people dying between ages x and x+n,2019,Gabon,<1 year,Female,,2722.53358
ndx - number of people dying between ages x and x+n,2019,Gabon,60-64 years,Female,,5951.4076
ndx - number of people dying between ages x and x+n,2019,Gabon,65-69 years,Female,,8038.01103
ndx - number of people dying between ages x and x+n,2019,Gabon,70-74 years,Female,,11098.59352
ndx - number of people dying between ages x and x+n,2019,Gabon,75-79 years,Female,,14099.80698
ndx - number of people dying between ages x and x+n,2000,Gabon,50-54 years,Both sexes,,6076.47948
ndx - number of people dying between ages x and x+n,2000,Gabon,55-59 years,Both sexes,,7179.56072
ndx - number of people dying between ages x and x+n,2000,Gabon,60-64 years,Both sexes,,8627.28679
ndx - number of people dying between ages x and x+n,2000,Gabon,65-69 years,Both sexes,,9793.72255
ndx - number of people dying between ages x and x+n,2005,Gabon,40-44 years,Both sexes,,3855.28386
ndx - number of people dying between ages x and x+n,2005,Gabon,45-49 years,Both sexes,,4683.02809
ndx - number of people dying between ages x and x+n,2005,Gabon,50-54 years,Both sexes,,5707.6346
ndx - number of people dying between ages x and x+n,2005,Gabon,55-59 years,Both sexes,,6893.89036
ndx - number of people dying between ages x and x+n,2010,Gabon,25-29 years,Both sexes,,1469.29423
ndx - number of people dying between ages x and x+n,2010,Gabon,30-34 years,Both sexes,,2109.49416
ndx - number of people dying between ages x and x+n,2010,Gabon,35-39 years,Both sexes,,2783.03196
ndx - number of people dying between ages x and x+n,2010,Gabon,40-44 years,Both sexes,,3496.62624
ndx - number of people dying between ages x and x+n,2010,Gabon,45-49 years,Both sexes,,4298.38906
ndx - number of people dying between ages x and x+n,2015,Gabon,15-19  years,Both sexes,,575.91027
ndx - number of people dying between ages x and x+n,2015,Gabon,20-24 years,Both sexes,,841.06833
ndx - number of people dying between ages x and x+n,2015,Gabon,25-29 years,Both sexes,,1097.44273
ndx - number of people dying between ages x and x+n,2015,Gabon,30-34 years,Both sexes,,1532.59201
ndx - number of people dying between ages x and x+n,2019,Gabon,5-9 years,Both sexes,,506.6034
ndx - number of people dying between ages x and x+n,2019,Gabon,10-14 years,Both sexes,,648.20453
ndx - number of people dying between ages x and x+n,2019,Gabon,15-19  years,Both sexes,,527.95395
ndx - number of people dying between ages x and x+n,2019,Gabon,20-24 years,Both sexes,,751.23277
nqx - probability of dying between ages x and x+n,2000,Gabon,<1 year,Male,,0.06078
nqx - probability of dying between ages x and x+n,2000,Gabon,1-4 years,Male,,0.03208
nqx - probability of dying between ages x and x+n,2000,Gabon,5-9 years,Male,,0.00929
nqx - probability of dying between ages x and x+n,2000,Gabon,10-14 years,Male,,0.01013
nqx - probability of dying between ages x and x+n,2000,Gabon,75-79 years,Male,,0.43379
nqx - probability of dying between ages x and x+n,2000,Gabon,80-84 years,Male,,0.56267
nqx - probability of dying between ages x and x+n,2000,Gabon,85+ years,Male,,1
